GeoName,year,  AGR,  MIN,  MAN,  Wholesale trade,  Retail trade,  TandW,  INF,   FandI,   RE,"   Professional, scientific, and technical services",   Educational services,   HS,STR,GDP,SPI,PIEPC,TRADE,PSTE
Ohio,2019,3167.9,5026.5,103645,40662.9,41952.1,22384.3,18438.8,72848.9,75811.5,37126.3,5966.7,59346.2,30739.23,674123.4,582400.4,40364,82615,43093
Ohio,2020,4201.9,6240.2,96746.9,41237.5,42232,22652.3,17862.5,70973.8,74206.7,36197.5,5419.9,57668.4,30604.964,654586.3,623836,39700,83469.5,41617.4
Ohio,2021,4820.9,4420.3,103863.6,40734,41953.5,23688.3,19778.6,75059.6,78333,40079,5503.1,59451.4,34909.388,686206.4,670872.7,44215,82687.5,45582.1
Ohio,2022,4305.2,3330.3,103819.7,38753,40328.1,21781.2,21200.2,75437,81180.8,43227,5846.1,61252.6,"37,389",689681.3,679233,47768,79081.1,49073.1
Oklahoma,1997,1229,9611,13230,5215,6894,3982,2515,3556,10481,4819,667,7405,0,79096,,16764,12109,5486
Oklahoma,1998,1065,9244,12841,5594,7276,4310,2646,3830,10514,4750,637,7881,0,81209.1,74943.6,17491,12870,5387
Oklahoma,1999,1378,8777,13264,5598,7291,4147,2599,4096,11019,4714,677,7890,0,84062.9,76956.5,18383,12889,5391
Oklahoma,2000,1714,8279,13867,5903,7535,4167,2730,4424,11208,4870,685,8097,5840.022,90792.7,83332.1,19516,13438,5555
Oklahoma,2001,1460,11245,13521,6330,7945,3867,3010,4749,12129,4862,713,8203,6341.714,96767,88609.5,20335,14275,5575
Oklahoma,2002,1847,11663,12683,6573,8147,3630,3265,5098,12114,5075,718,8533,6052.68,99163,90711.6,20796,14720,5793
Oklahoma,2003,1767,11504,13953,6694,8514,3875,3115,5204,11906,5142,725,8730,5905.884,105243.3,95275.7,21807,15208,5867
Oklahoma,2004,2025,12482,14059,7197,8447,4254,3470,5325,12026,5220,758,9097,6426.713,113148.7,102917.3,22845,15644,5978
Oklahoma,2005,2299,12912,14755,7419,8742,4526,3984,5472,12725,5344,753,9259,6859.03,124563.3,112487.6,24387,16161,6097
Oklahoma,2006,1922,14706,16750,8071,9122,4942,4092,5526,13605,5457,760,9566,7817.488,137083.6,124536.5,25666,17193,6217
Oklahoma,2007,1447,15878,16327,8343,8911,5085,4374,5733,14517,5690,765,9558,8140.573,144893.3,128994.3,26843,17254,6455
Oklahoma,2008,1744,14643,18942,7826,8754,5367,4486,5070,14547,6079,780,10031,8330.786,159660,143654.9,27817,16580,6859
Oklahoma,2009,1460,16786,15490,6421,8929,4125,4162,5702,14125,5850,814,10302,8192.191,145736.4,133218.3,27008,15350,6664
Oklahoma,2010,2069,15821,13962,6563,9278,4382,3966,5243,14973,5955,807,10463,7082.161,152911.4,139695.1,27938,15841,6762
Oklahoma,2011,2014,18427,14925,7398,9418,5024,3917,5378,15645,6194,812,10635,7776.21,165035.6,150302,29179,16816,7006
Oklahoma,2012,2072,19392,16157,8984,9874,6293,3747,5596,16768,6425,830,10865,8823.958,173483.7,159875.4,29898,18858,7255
Oklahoma,2013,2003,24002,15307,9398,10091,6966,3963,5464,16507,6537,808,11013,8892.503,182618.4,167796.9,30561,19489,7345
Oklahoma,2014,2141,26912,15831,9790,10155,7791,4036,5795,16561,6632,834,11236,9048.524,195689,177635.7,31579,19945,7466
Oklahoma,2015,2372,29867,16066,9409,10265,7765,4257,5499,16827,6859,787,11774,9692.601,185250.5,172726.3,31787,19674,7646
Oklahoma,2016,2450.7,17002.4,15722.5,10634.6,10731.1,11805.1,4533.6,7286,17877,7620.9,1151.2,13544.6,8761.599,178510.2,164709,32267,21365.7,8772.1
Oklahoma,2017,2808.6,23559.8,16541.9,9695.9,11583.8,12720,5775,7669.3,19085.3,7931.2,1149.8,13849.8,8347.989,192538.6,171995.4,33224,21279.7,9081
Oklahoma,2018,2936.2,23862.3,17724.8,9718.2,11980.8,12549.9,6132.4,7268.6,19411.3,8342.2,1177.5,13962.6,9506.058,196030.5,180824,34621,21699,9519.7
Oklahoma,2019,2738,25794.4,18446,9660.7,12326.9,10384.6,6380.5,7220.9,19596.8,8777.3,1218.2,14345.4,10794.525,199462.1,189981.3,35108,21987.6,9995.5
Oklahoma,2020,2011.5,22630.1,16084.7,9361.5,12573.4,10365.9,5825.8,7033,19840.3,8199.1,1102.5,13896.1,10274.706,190751.7,199233.2,34747,21934.9,9301.6
Oklahoma,2021,2534,16387,15409.2,9239.4,12647.5,11554,6314.3,7892.4,20952.6,8821,1279.8,14639.3,11366.431,193518,220176.5,38889,21886.9,10100.8
Oklahoma,2022,1245.4,14262.4,15912,8861.8,11991.3,12272,6298.8,8056.5,21960.5,9256.6,1293.7,15486.6,"13,188",191583,226308,42046,20853.1,10550.3
Oregon,1997,2587,247,9129,7978,7293,4161,3182,4646,17973,6389,961,8518,0,100888.6,,20238,15271,7350
Oregon,1998,2412,319,10547,8316,8214,4348,3381,5578,18357,6654,958,8803,0,105111.5,86877.8,21132,16530,7612
Oregon,1999,2729,391,10694,8444,8267,4311,3805,5059,19301,6512,1013,9086,0,107546.3,89931.4,22310,16711,7525
Oregon,2000,2919,377,14095,9318,8399,4481,3816,5281,20103,6897,1025,9574,5945.675,117258.3,96913.7,23612,17717,7922
Oregon,2001,2738,389,13397,9104,8328,3877,4038,5833,20726,6949,1054,9734,5892.963,117274.7,99785.7,24217,17432,8003
Oregon,2002,3039,419,15081,9185,8565,3812,4116,6108,20388,6939,1056,10200,5163.687,121229.5,101042.1,24853,17750,7995
Oregon,2003,3285,430,17250,9905,8973,4063,4234,6290,20178,6946,1116,10809,5701.691,127211.6,104729.6,25816,18878,8062
Oregon,2004,3232,435,24735,10801,9087,4521,4760,5881,20052,7138,1218,11220,6103.071,136238.5,110580.7,27456,19888,8356
Oregon,2005,3516,441,24393,11424,9364,4845,5005,6395,21283,7174,1225,11464,6522.665,143662.6,116073.4,28979,20788,8399
Oregon,2006,4079,425,31619,11832,9683,4943,5292,6649,22656,7388,1274,12528,7590.306,155153.3,126600.1,30430,21515,8662
Oregon,2007,3140,485,34540,12212,9529,4850,5957,6791,24262,7643,1249,12669,7742.862,161512,132605.6,31593,21741,8892
Oregon,2008,2846,331,43667,12055,8985,4759,6283,5938,24992,8302,1316,13493,7487.873,165189.1,138899.9,31897,21040,9618
Oregon,2009,3086,313,47522,10272,8652,4260,5913,6836,24693,7796,1367,13058,7115.043,160640.7,134391.8,30958,18924,9163
Oregon,2010,2858,234,57396,10405,8808,4505,5920,6639,24677,7855,1391,13063,7475.135,163827.6,137926.3,31718,19213,9246
Oregon,2011,2604,209,63975,10304,8650,4558,6002,6797,24756,8213,1405,13234,8017.377,170621.3,145345.1,32654,18954,9618
Oregon,2012,2846,197,54220,10668,8881,4668,6004,6847,24305,8590,1440,13725,8728.095,174493.1,152601.5,33247,19549,10030
Oregon,2013,2988,204,49588,9417,9136,4640,6141,6594,24589,8764,1421,13988,9160.887,179382.7,154851.2,34050,18553,10185
Oregon,2014,3240,217,47419,9710,9373,4735,6184,6961,25358,9188,1426,14319,9681.898,189344.3,165171.9,35437,19083,10614
Oregon,2015,3403,202,50358,10250,9775,4652,6899,7151,26683,9778,1431,15433,10577.079,203322.6,177478.1,36853,20025,11209
Oregon,2016,4038.9,259.1,30921.1,11918.3,10864.8,6127.4,7709.9,10425.2,33402.8,12150.6,2136.4,18632.7,10888.032,215152.7,186105,37857,22783.1,14287
Oregon,2017,3885.3,262.3,31143.7,12467.9,12849.5,6766.7,8229.4,10816.6,32916.2,13259.3,2020.7,19790.9,11839.68,225534.5,197262.3,39694,25317.4,15280
Oregon,2018,4382.7,266.3,31822.6,12663.8,13532.4,6921.9,8758.5,10830,34378.7,14479.8,2044.7,20301.3,12647.344,234308.3,210044.9,41613,26196.2,16524.5
Oregon,2019,4132.6,246.6,31245.4,12800.1,14009,7013.7,9550.6,10974.8,34940.1,15170.6,2061.4,21125.3,14184.891,239910.5,219982.7,42776,26809.1,17232
Oregon,2020,4336.9,301.4,32275.4,13109,13831.5,6522.7,10150.9,11271.2,34731.5,14848.6,1857.3,20938.2,13231.045,237670.4,239862.5,42277,26940.5,16705.9
Oregon,2021,3974.7,320.7,32150.2,13419.7,13852.1,7449.5,12092.7,11693.6,36124.8,16572.2,1929.3,21996,17799.808,250099.4,262382.4,47649,27271.8,18501.5
Oregon,2022,3863.9,294.4,32683.1,12873.6,13743.6,7353.6,13607.2,10995.7,36313.6,17751.8,2026.9,22517.4,"18,886",254708.4,264173.8,52159,26617.2,19778.7
Pennsylvania,1997,1811,3785,81279,23388,27790,15255,13083,25715,53895,28844,10511,42438,0,356146.1,,20798,51178,39355
Pennsylvania,1998,2038,4783,83264,25730,30708,15885,12934,28830,53496,30089,10270,42301,0,372738.5,334421.8,21883,56438,40359
Pennsylvania,1999,2186,4765,84534,26398,31348,16158,13179,30412,55900,31217,10257,43909,0,389715.7,348489.2,23220,57746,41474
Pennsylvania,2000,2744,4696,88329,27737,31720,16154,12914,32170,56929,31903,10477,43617,22466.906,407652.8,372690.7,24801,59457,42380
Pennsylvania,2001,2508,4803,86865,29160,32403,15048,13649,35300,59352,33720,10641,44501,22571.889,424965.2,388186.3,25856,61563,44361
Pennsylvania,2002,2259,4396,87826,29945,33228,14739,14793,32711,59513,34702,10704,46234,22135.537,436985.5,395633.3,26760,63173,45406
Pennsylvania,2003,2661,4308,86758,32487,36101,15754,16382,32337,59402,35568,11035,47184,23187.302,455106.8,409185.8,28267,68588,46603
Pennsylvania,2004,2796,4504,83031,34568,35800,17008,23248,32377,60176,37732,11456,49308,25346.88,481738.9,432634.7,29739,70368,49188
Pennsylvania,2005,3103,4511,80182,36175,35856,17644,25669,33816,62107,38580,11437,49865,27262.969,505584.6,450359.7,31201,72031,50017
Pennsylvania,2006,3183,4627,81590,37249,34922,17951,21770,35341,62832,39359,11602,52050,29050.577,526396.3,472940.6,32456,72171,50961
Pennsylvania,2007,2565,5247,81749,37650,33895,17468,32129,36331,67232,39805,11688,51916,30837.657,560753.4,502658.8,33722,71545,51493
Pennsylvania,2008,2451,5518,79854,36926,32449,17376,42505,32767,68202,42673,12062,54543,32123.74,582240.2,522993.8,34787,69375,54735
Pennsylvania,2009,2616,6867,73663,32631,32043,16184,38764,35091,69869,41274,12664,55379,30071.179,577379.8,512318.2,34343,64674,53938
Pennsylvania,2010,2776,8360,73077,34039,32701,17674,40239,34562,72919,41455,12736,55297,30169.122,599312.8,535335.5,35654,66740,54191
Pennsylvania,2011,2615,10122,70817,34863,32542,18475,38562,35617,75480,42137,12704,56483,32352.286,618987.7,563528.9,36832,67405,54841
Pennsylvania,2012,2435,11283,70626,35282,32575,18275,42494,36046,78678,42821,12712,56885,32949.917,641317.3,584880.3,37515,67857,55533
Pennsylvania,2013,2661,13950,73649,36142,32834,18262,45775,35545,78205,42592,12388,57742,33965.626,663900.8,589720.2,38298,68976,54980
Pennsylvania,2014,3195,17782,75769,37345,32603,18702,43969,37107,78641,43083,12513,58289,34192.869,690675.4,611421.7,39200,69948,55596
Pennsylvania,2015,3316,22357,76158,37473,33173,19211,45573,36528,81125,44864,12517,60619,36110.311,710025.6,635818,40187,70646,57381
Pennsylvania,2016,2826.8,11738.8,84138.9,42728.1,35778.3,25227.5,49231.2,48222.7,89273,52780,17840.3,69258,37394.589,724265.7,653328.9,41003,78506.4,70620.3
Pennsylvania,2017,3615.1,9862.3,86996,43340.9,40928,28254.5,46509.5,51882.4,94590.2,55584.3,18100.5,73183.8,38397.15,754318,671702.8,42352,84268.9,73684.8
Pennsylvania,2018,3402.3,9805.6,85379.3,43049.8,42468.1,29607.8,46712.5,52119.3,95179.8,57731.3,18662.9,75579.5,40709.545,763855.4,707043.4,44338,85517.9,76394.2
Pennsylvania,2019,3633.8,10469.4,87847.2,42332.9,43705,28656.5,46210.4,52560.8,93209.1,60526.8,19076.7,77801.5,43132.45,772529.5,729142.3,45489,86037.9,79603.5
Pennsylvania,2020,3130.1,10140.2,84278,42043.9,42900.5,26958,43453.4,49677.1,92426.2,59084.7,17803.2,76540.5,40693,736470.6,783825.6,44184,84944.4,76887.9
Pennsylvania,2021,3412.5,10102.9,84544.2,40833.6,42541.5,29302.7,47173.1,50897.9,95678.4,64932.6,18099.5,78144.7,49719.672,764601.6,833322,48874,83375.1,83032.1
Pennsylvania,2022,3507.2,9265.1,85730.1,38187.3,41273.9,29053.6,48218,51333.3,98267.3,68954.1,18883.2,80790.5,"53,680",772335.9,836778.3,53703,79461.2,87837.3
Rhode Island,1997,98,31,4187,1907,2140,601,1153,2084,5344,1781,1057,4286,0,28929.9,,20188,4047,2838
Rhode Island,1998,108,37,4224,1992,2478,663,1132,2371,5261,2057,1054,4154,0,30719.9,28349.7,21279,4470,3111
Rhode Island,1999,122,41,4438,2017,2618,688,1103,2645,5461,2109,1081,4170,0,32295.5,29581.1,22474,4635,3190
Rhode Island,2000,142,42,4590,2186,2707,688,1041,3108,5610,2164,1118,4055,2034.909,34516.4,31875.3,24122,4893,3282
Rhode Island,2001,136,38,4590,2254,2805,665,1220,3285,6003,2245,1140,4053,2246.605,35992.1,33611.8,25189,5059,3385
Rhode Island,2002,140,49,4801,2356,3017,678,1419,3251,6236,2379,1157,4333,2127.609,38132.1,34965.7,26320,5373,3536
Rhode Island,2003,137,47,4580,2508,3225,722,1556,3181,6895,2448,1197,4447,2256.654,40272.8,36700.2,27981,5733,3645
Rhode Island,2004,122,54,5102,2549,3208,745,1803,3276,7226,2537,1267,4592,2408.861,43245.6,38541.5,29375,5757,3804
Rhode Island,2005,121,44,4661,2620,3196,774,1892,3392,7788,2528,1277,4728,2628.747,45162.4,39241.3,31105,5816,3805
Rhode Island,2006,133,38,5108,2611,3111,805,1817,3696,7548,2755,1306,4854,2741.734,47711.8,41162,32520,5722,4061
Rhode Island,2007,99,39,4366,2669,3009,764,1800,3890,7621,2607,1330,4774,2766.046,47845.6,42935.2,33846,5678,3937
Rhode Island,2008,93,41,4308,2585,2863,778,1961,2835,7306,2789,1362,4923,2761.356,47107.8,43768.6,34434,5448,4151
Rhode Island,2009,102,41,3706,2360,2747,732,1872,4090,7695,2612,1405,4923,2586.184,47901.4,42764.9,34118,5107,4017
Rhode Island,2010,103,24,3999,2505,2844,757,1879,3794,7958,2632,1417,5039,2568.759,49571.8,44973.9,34690,5349,4049
Rhode Island,2011,89,17,3772,2545,2811,790,1816,3698,8004,2620,1432,4954,2713.283,50175.9,46685.4,35569,5356,4052
Rhode Island,2012,85,25,3729,2650,2804,799,1686,3991,7985,2623,1380,4955,2868.188,51642,48186.5,35785,5454,4003
Rhode Island,2013,80,19,4084,2774,2836,770,1624,3911,7863,2653,1367,5013,2940.433,53209.9,48187,36792,5610,4020
Rhode Island,2014,81,41,4079,2860,2805,741,1645,4394,7623,2672,1408,5029,2974.435,54573.3,50045.1,38081,5665,4080
Rhode Island,2015,(D),(D),4080,3010,2833,713,1648,4305,7920,2731,1397,5182,3165.635,56805.7,51775.2,39037,5843,4128
Rhode Island,2016,114,44.7,4933.8,3439,3083.1,916.1,1810.2,5665.9,8464.7,3254.2,1862.4,5785.8,3245.562,57727.3,52514.5,39826,6522.1,5116.6
Rhode Island,2017,116,56.6,4696.4,3265.7,3397.2,1032.7,1405,6070.3,8068.3,3483.7,1903.9,5937.5,3266.663,58771.6,54704.3,41044,6662.9,5387.6
Rhode Island,2018,112.2,43.4,4894.5,3221.1,3597.3,1051.7,1397,5550,7705.2,3652.6,1956,5972.3,3358.594,58740.1,56918.9,42598,6818.4,5608.6
Rhode Island,2019,106.6,40.4,4676.4,3187.3,3763.1,1058.2,1543.1,6176.6,7677.2,3782.1,1974.6,6194,3612.575,59866.6,60313.6,43673,6950.4,5756.7
Rhode Island,2020,108.3,45.5,4831.4,3132.7,3795,937.8,1524.3,5751.3,8074.9,3738.1,1818.1,5902,3551.2,58155.2,64756.6,43199,6927.7,5556.2
Rhode Island,2021,97,55.7,5018.6,3227.2,3663.7,1014.3,1709.3,5701.7,8425.5,4263.6,1840.8,6060.3,4361.319,60777.3,69837.3,48711,6890.9,6104.4
Rhode Island,2022,100,58.1,5083.5,3116.1,3503.2,1059,1845.4,5510,9154.7,4649.1,1948.3,6277.5,"4,796",62190.9,69514.2,52820,6619.3,6597.4
South Carolina,1997,868,309,25460,6545,9461,3064,2132,3462,14056,5864,762,6754,0,97393,,18228,16006,6626
South Carolina,1998,761,399,25969,6966,10292,3353,2403,4111,14641,5546,753,7023,0,103642.6,89751.9,19062,17258,6299
South Carolina,1999,847,487,26606,7140,10720,3434,2372,4539,15908,5707,803,7295,0,110251.8,94148.5,20158,17860,6510
South Carolina,2000,1064,515,26742,7546,10783,3619,2385,4851,16392,5627,817,7576,6381.391,115246.8,100705.3,21305,18329,6444
South Carolina,2001,1121,449,27231,7775,10874,3367,2547,5046,17378,5974,859,8025,6415.08,119301.4,104242.1,21945,18649,6833
South Carolina,2002,818,480,28602,7981,11106,3381,2864,5536,17201,6209,858,8299,6087.792,124160.1,107305.3,22591,19087,7067
South Carolina,2003,1109,504,30211,8399,11961,3511,3037,5840,16650,6267,908,8584,6353.115,130337.4,111196.7,23526,20360,7175
South Carolina,2004,1160,516,27339,9215,12266,3619,3385,5905,16607,6573,951,8906,6803.568,135160.1,117451.8,24904,21481,7524
South Carolina,2005,1144,437,27267,9979,12746,3910,3750,6628,16827,6775,956,9198,7318.388,142616.6,124417,26362,22725,7731
South Carolina,2006,1187,465,27783,10400,12924,4058,4036,6630,17299,6968,997,9609,7759.797,150659.1,134174.2,27490,23324,7965
South Carolina,2007,822,330,29084,10682,12731,3917,4418,7173,18993,7347,1025,9827,8688.935,159362.5,143055.1,28740,23413,8372
South Carolina,2008,918,301,27497,10533,12097,3801,4920,6884,19565,7890,1072,10421,8435.55,161804.7,149954.4,29323,22630,8962
South Carolina,2009,1169,282,25226,8742,11680,3434,4800,8135,19772,7454,1119,10452,7636.726,159835.6,146753.7,28588,20422,8573
South Carolina,2010,1117,214,27054,8832,11772,3635,4598,7739,20358,7674,1128,10609,7242.724,163856.8,151745.9,29678,20604,8802
South Carolina,2011,808,209,28582,8986,11814,3801,4344,7616,21329,8222,1145,10875,7705.772,170087.2,160391.1,30726,20800,9367
South Carolina,2012,887,199,28576,9215,11890,3843,4235,7162,21163,8336,1159,10941,8062.639,175374.8,168271.2,31114,21105,9495
South Carolina,2013,1021,218,28406,9548,12322,3904,4569,7057,21968,8438,1135,11239,8843.108,183014.9,170204.8,31960,21870,9573
South Carolina,2014,844,235,29595,10085,12852,4022,4675,7312,22292,8787,1182,11645,9004.192,191967.4,180837.7,33050,22937,9969
South Carolina,2015,833,228,29618,10593,13161,4073,4963,7332,23381,9260,1164,12281,9598.478,203816.3,192054.7,33927,23754,10424
South Carolina,2016,1054.2,352.7,35090.7,12191.2,14185.7,4918.8,5779.6,9556.1,26785.9,11426.9,1751.9,13835.3,9457.33,212674.6,200027.4,34947,26376.9,13178.8
South Carolina,2017,1211.2,448.4,33153.5,12992,15680.9,5611.7,6579.9,10462.5,29946.5,12342.5,1758.9,14739.1,9793.497,224937.6,210387.6,35995,28672.9,14101.4
South Carolina,2018,1188.2,515.6,34563.4,13434.8,16734.4,5763.9,7325.1,10007.3,31149,13109.2,1773.9,15231.9,10530.212,231663.3,219942.1,37178,30169.2,14883.1
South Carolina,2019,1110.7,546.5,36374.1,14074.2,17156.8,5852.7,7786.9,10277.4,31611.7,13370.1,1790.7,15607.3,11221.043,237511.4,234324,38340,31231,15160.8
South Carolina,2020,1034,549.9,33341.1,14347.3,17630.9,5806.6,7143.6,11271.4,33688.8,13191.4,1617.6,15088.4,11794.684,233712.3,250288.3,38134,31978.2,14809
South Carolina,2021,1259,513.4,33609.9,14768.6,17367.1,6313,8029.1,11894.7,36049,14596.6,1693,16120.1,13286.248,244854,274347.8,42930,32135.7,16289.6
South Carolina,2022,936.3,485.7,34384.6,14612.6,16922.8,6341.4,8606.3,11822.4,37857.7,16684.8,1824.7,17106.9,"16,052",250873.4,283245.8,46220,31535.4,18509.5
South Dakota,1997,1448,295,1916,1446,1990,825,612,1162,2272,597,206,2196,0,19000,,17395,3436,803
South Dakota,1998,1480,249,2194,1575,2167,691,505,1389,2382,680,202,2338,0,20184.7,18102.9,18231,3742,882
South Dakota,1999,1395,247,2310,1618,2150,708,538,1751,2515,690,216,2447,0,21050.8,18948.9,19344,3768,906
South Dakota,2000,1753,205,2960,1638,2146,714,521,1951,2643,691,222,2454,927.245,22690.7,20201.2,20478,3784,913
South Dakota,2001,1457,213,2688,1729,2170,701,532,2966,2777,719,231,2467,977.469,23512.8,20892.2,21386,3899,950
South Dakota,2002,1239,172,3617,1787,2243,702,608,4300,2815,759,240,2600,976.596,26337.5,20898.5,22270,4030,999
South Dakota,2003,1946,165,2643,1888,2409,790,660,4691,2849,766,249,2744,1012.955,27445,22822.7,23503,4297,1015
South Dakota,2004,2124,156,3041,1982,2447,872,741,4843,2641,791,241,2862,1062.722,29628.9,24553.2,24997,4429,1032
South Dakota,2005,1898,145,3234,2123,2635,995,835,5048,2770,855,240,2876,1110.035,30659.4,26005.4,26610,4758,1095
South Dakota,2006,1508,127,3435,2162,2693,1028,860,5388,2751,898,241,2899,1189.089,31898.6,27393.1,28171,4855,1139
South Dakota,2007,1988,143,3717,2248,2642,977,943,5454,3089,921,228,2923,1265.925,34701.6,30342.5,29197,4890,1149
South Dakota,2008,2682,145,3626,2312,2571,953,960,5563,3342,1049,243,3143,1321.368,36668.5,32676.8,30415,4883,1292
South Dakota,2009,3092,144,3140,2159,2613,880,978,6097,3371,1015,250,3209,1341.758,36193.1,31827.1,30309,4772,1265
South Dakota,2010,2712,159,3446,2295,2786,932,1008,5545,3611,1078,263,3241,1321.228,37484.4,33682.9,31811,5081,1341
South Dakota,2011,3563,149,3912,2361,2888,967,1003,5811,3742,1136,255,3342,1380.051,41541.5,36655,32751,5249,1391
South Dakota,2012,2772,177,3755,2551,2928,956,973,6120,3967,1153,254,3462,1521.928,43444.6,37469.6,33929,5479,1407
South Dakota,2013,3359,163,3733,2730,3074,943,1008,5478,3935,1221,243,3538,1533.573,44814.9,37840.2,34566,5804,1464
South Dakota,2014,2848,156,3893,2953,3112,976,1081,5578,3864,1254,240,3627,1608.496,46057,39607.1,35484,6065,1494
South Dakota,2015,2940,128,4046,3080,3215,940,1281,5562,3902,1368,239,3798,1674.108,47699.2,41160.1,36505,6295,1607
South Dakota,2016,3227.8,130.8,4600.7,3565.4,3431.8,1132.8,1225.8,7806.3,4661.9,1458.3,348,4579,1840.434,48461.6,41551.5,37560,6997.2,1806.3
South Dakota,2017,3301.2,119.1,4503.8,3423.4,3729.7,1299.5,1196.4,9533.2,4694,1523.3,344,4952.2,1828.426,51615.1,42989.3,38776,7153.1,1867.3
South Dakota,2018,3863.8,99.7,4436.6,3456.9,3781.4,1270.6,1290.6,9030.8,4432.8,1636.9,365.4,5048.6,1917.548,51937.8,45144,40368,7238.3,2002.3
South Dakota,2019,3445.5,93.1,3979.9,3346.2,3829.8,1229.1,1472,9561.8,4514.7,1722,365.9,5349.3,1940.415,52360.1,48031.4,41346,7176,2087.9
South Dakota,2020,4070.1,157.5,4224.3,3557.1,3765.9,1179.5,1376.9,8732.8,4881.3,1762.5,328.1,5572.5,2018.423,52692.1,52793.3,41284,7323,2090.6
South Dakota,2021,4427.6,164.9,4532.2,3551.3,3791.5,1242.2,1472,9094.9,5087.2,2070.5,353,5582,2149.543,55140.4,58627.9,45944,7342.8,2423.5
South Dakota,2022,4575.5,163.2,4656.9,3386,3643.4,1179.6,1562.8,7945.1,5435.8,2349.6,359.9,5588.9,"2,475",54959.3,62028.3,48997,7029.4,2709.5
Tennessee,1997,2071,991,34954,12636,14322,9647,4283,8012,20893,9852,1935,16759,0,154412.9,,19207,26958,11787
Tennessee,1998,2192,1138,35335,13679,15885,10371,4326,8830,21390,10140,1950,16527,0,167308.4,139760.3,19899,29564,12090
Tennessee,1999,2006,1378,36528,14319,16280,10850,4446,9855,22502,10003,2065,16335,0,175819.8,145231.9,20950,30599,12068
Tennessee,2000,2398,1264,35747,14960,16320,11002,4610,10655,22948,10081,2157,16590,7739.59,181629.5,153990.1,22102,31280,12238
Tennessee,2001,2419,1253,35416,15117,16272,10517,5024,11558,24220,10358,2255,16746,8043.347,185774.7,158125.3,22577,31389,12613
Tennessee,2002,2245,1125,36682,15451,16905,10572,5849,11812,24338,10999,2338,17453,7797.681,195289.2,162879.4,23201,32356,13337
Tennessee,2003,2172,1131,39207,16550,18393,10913,5993,12431,23934,11362,2560,18075,8811.612,203833.7,169929.5,24018,34943,13922
Tennessee,2004,1909,1191,44378,17660,19159,11745,6248,11843,23427,12297,2749,19259,9529.171,218020.6,179892.9,25215,36819,15046
Tennessee,2005,1808,1247,43879,18344,20070,12467,6784,11245,23476,12207,2832,19945,10007.292,228099.4,188177.6,26499,38414,15039
Tennessee,2006,2305,1294,45318,18974,20229,12963,7551,11516,23740,12383,2229,21070,10660.344,240193.9,200188.9,27592,39203,14612
Tennessee,2007,1636,1389,43426,19406,19865,12315,8597,11620,25359,12347,2301,21200,11390.037,244252.4,209746.8,28709,39271,14648
Tennessee,2008,1836,1126,42681,19436,18830,12037,8100,11291,26251,13429,2378,22733,11538.43,251609,218372.5,29062,38266,15807
Tennessee,2009,1744,973,38639,16671,17961,10902,8495,12229,26801,12736,2494,23922,10433.133,250544.4,217094.7,28370,34632,15230
Tennessee,2010,1242,957,39923,17141,18575,11584,8415,12479,28094,12929,2505,24147,10513.788,255935.8,227613,29336,35716,15434
Tennessee,2011,1246,791,41504,17444,18905,12128,8332,12748,29154,13127,2523,24926,11397.01,267659.1,241431.7,30434,36349,15650
Tennessee,2012,1028,758,43909,18354,19344,12288,7554,12631,29576,13682,2581,25524,11380.078,283721.8,252592.3,31037,37698,16263
Tennessee,2013,1468,712,45565,18792,19322,12332,7846,12436,30102,13909,2535,25882,11727.736,292803.9,254464.6,31462,38114,16444
Tennessee,2014,1294,778,46425,19432,19581,12008,7763,13183,30481,14465,2570,26259,11806.329,304150.4,263856,32483,39013,17035
Tennessee,2015,1328,695,45854,19861,20441,11958,9312,12873,31374,15624,2509,28353,12698.496,322687.7,277356.1,33227,40302,18133
Tennessee,2016,1215.9,700.9,51513.6,23781.6,22637.2,14980,10381.1,19461.1,36226.1,17869,3760.6,34904.2,13386.169,334384.8,286532.3,34300,46418.8,21629.6
Tennessee,2017,1467.9,762.9,55231.1,23367.9,25686.9,16603.6,10736.6,20961,41029.5,18910.6,3792.9,35646.5,13893.728,355417.5,299307.7,35610,49054.8,22703.5
Tennessee,2018,1357.9,886.8,54176.8,23481,27051.3,16725.5,11770.6,21077.3,41643.4,20920.9,3888.1,34981.5,15743.88,362363.7,316176.5,36770,50532.3,24809
Tennessee,2019,1453.7,876,54011.2,24024.8,27866.5,16633.7,12403.5,20867.8,43142.2,22572.9,4135.4,35354,16450.938,370088.3,335496.9,38004,51891.3,26708.3
Tennessee,2020,1226.5,962.3,54166.6,24509.8,28161.3,17283.6,12806,22348.2,42917.6,22508.5,3811,35104.8,16775.27,366555.2,359633.6,37751,52671.1,26319.5
Tennessee,2021,1739.9,1001.3,55712,25179.3,29131.2,19069.2,15493.5,24648.7,46348.6,25829.9,4000.3,37745.4,20002.471,396576.2,396986.1,42741,54310.5,29830.2
Tennessee,2022,1405.9,989.6,59703.7,24524.8,28012.8,18245.5,16913.9,23911,48917.8,28083.3,4281.3,38935.4,"22,650",412101.3,411035.1,46280,52537.6,32364.6
Texas,1997,5453,101128,97794,50402,49661,30093,25943,32400,82104,48560,4741,46442,0,610256.5,,19040,100063,53301
