geoname,year,region,taxrevenueratio,agr,agrm,agrr,min,minm,minr,man,manm,manr,wholesaletrade,retailtrade,tandw,tandwm,tandwr,inf,infm,infr,fandi,fandim,fandir,re,rem,rer,professionalscientificandtechnic,educationalservices,hs,hsm,hsr,str,gdp,taxrevenue,spi,piepc,piepcm,trade,tradem,trader,pste,pstem,pster,igt,lgigt,c,p,lgpl,wapw,mehi,mehim,unemployrate,lggdp,lgml,granttotaloutlay,federalfunds,trustfunds,constraintratio,stategovernorparty
Arizona,2012,Southwest,0.0484419,1316,0.1316,0.00490516,6436,0.6436,0.02398907,23558,2.3558,0.0878084,14932,19483,7281,0.7281,0.0271387,6909,0.6909,0.0257521,15864,1.5864,0.0591303,37335,3.7335,0.1391597,14036,2985,20389,2.0389,0.0759965,12996.421,268288.8,48441.91,236431.4,32261,3.2261,34415,3.4415,0.1282759,17021,1.7021,0.0634428,,,,,,,48450,4.845,8.35,5.428603,,544573,488543,56030,0.114688,Republican
Oklahoma,2012,Southwest,0.0508633,2072,0.2072,0.01194349,19392,1.9392,0.11177995,16157,1.6157,0.0931327,8984,9874,6293,0.6293,0.0362743,3747,0.3747,0.0215986,5596,0.5596,0.0322566,16768,1.6768,0.0966546,6425,830,10865,1.0865,0.0626284,8823.958,173483.7,50863.32,159875.4,29898,2.9898,18858,1.8858,0.1087019,7255,0.7255,0.0418195,,,,,,,60110,6.011,5.116667,5.239259,,544573,488543,56030,0.114688,Republican
Oklahoma,2011,Southwest,0.0471184,2014,0.2014,0.01220343,18427,1.8427,0.1116547,14925,1.4925,0.090435,7398,9418,5024,0.5024,0.0304419,3917,0.3917,0.0237343,5378,0.5378,0.0325869,15645,1.5645,0.0947977,6194,812,10635,1.0635,0.0644406,7776.21,165035.6,47118.38,150302,29179,2.9179,16816,1.6816,0.1018932,7006,0.7006,0.0424514,,,,,,,61330,6.133,5.591667,5.217577,,606770,552210,54560,0.098803,Republican
Texas,2011,Southwest,0.0324109,6653,0.6653,0.00499767,113977,11.3977,0.08561842,181615,18.1615,0.1364274,94436,71355,45192,4.5192,0.0339478,45014,4.5014,0.0338141,58633,5.8633,0.0440445,118917,11.8917,0.0893293,80854,7838,72287,7.2287,0.0543013,43146.096,1331221,32410.93,1074858,31908,3.1908,165791,16.5791,0.1245406,88692,8.8692,0.0666246,,,,,,,62080,6.208,8.016666,6.12425,,606770,552210,54560,0.098803,Republican
Oklahoma,2017,Southwest,0.0433575,2808.6,0.28086,0.01458721,23559.8,2.35598,0.12236403,16541.9,1.65419,0.0859147,9695.9,11583.8,12720,1.272,0.0660647,5775,0.5775,0.029994,7669.3,0.76693,0.0398325,19085.3,1.90853,0.0991245,7931.2,1149.8,13849.8,1.38498,0.0719326,8347.989,192538.6,43357.48,171995.4,33224,3.3224,21279.7,2.12797,0.1105217,9081,0.9081,0.0471646,,,,,,,61180,6.118,4.033333,5.284518,,674712,613125,61587,0.1004477,Republican
Arizona,2014,Southwest,0.0471733,1718,0.1718,0.0060371,6563,0.6563,0.02306256,21976,2.1976,0.0772243,14787,20232,7331,0.7331,0.0257613,8276,0.8276,0.0290821,15133,1.5133,0.0531778,40239,4.0239,0.1414009,14331,2838,21243,2.1243,0.0746485,13424.271,284573.8,47173.25,253711.6,34068,3.4068,35019,3.5019,0.1230577,17169,1.7169,0.0603323,,,,,,,54340,5.434,6.791667,5.454195,,576978,517428,59550,0.1150885,Republican
Arizona,2002,Southwest,0.0472502,1778,0.1778,0.00991008,3022,0.3022,0.01684379,19045,1.9045,0.1061516,12448,16296,5211,0.5211,0.0290447,6035,0.6035,0.0336374,12997,1.2997,0.0724417,29728,2.9728,0.1656956,11152,1438,12929,1.2929,0.0720627,8477.321,179413.3,47250.24,147455.2,24770,2.477,28744,2.8744,0.1602111,12590,1.259,0.0701732,,,,,,,50270,5.027,6.141667,5.253855,,352895,314672,38223,0.1214693,Republican
Arizona,2003,Southwest,0.0450932,1656,0.1656,0.00859139,3223,0.3223,0.01672104,22478,2.2478,0.1166167,13324,17593,5560,0.556,0.0288455,6047,0.6047,0.031372,14713,1.4713,0.0763316,29734,2.9734,0.154261,11024,1602,13811,1.3811,0.071652,8691.761,192751.2,45093.16,156408.8,25926,2.5926,30917,3.0917,0.1603985,12626,1.2626,0.0655041,,,,,,,48660,4.866,5.783333,5.284997,,388542,350650,37892,0.1080622,Democrat
New Mexico,2013,Southwest,0.0609333,878,0.0878,0.00993087,8953,0.8953,0.10126545,4021,0.4021,0.0454807,2647,4921,2118,0.2118,0.0239562,3027,0.3027,0.0342377,2186,0.2186,0.0247254,10820,1.082,0.1223827,5655,420,5807,0.5807,0.0656817,5387.187,88411.2,60933.31,73079.8,30456,3.0456,7568,0.7568,0.0856,6075,0.6075,0.068713,,,,,,,49280,4.928,6.908333,4.946507,,546178,486781,59397,0.12202,Republican
Texas,2000,Southwest,0.0371163,6962,0.6962,0.00942248,77924,7.7924,0.10546361,110994,11.0994,0.1502211,63443,57206,35675,3.5675,0.0482831,31795,3.1795,0.0430319,43345,4.3345,0.0586638,91323,9.1323,0.123598,59237,5567,50639,5.0639,0.0685356,27424.142,738871,37116.28,591738.3,22526,2.2526,120649,12.0649,0.1632883,64804,6.4804,0.0877068,,,,,,,62040,6.204,4.383333,5.868568,,285874,254098,31776,0.1250541,Republican
Oklahoma,2009,Southwest,0.0562124,1460,0.146,0.01001809,16786,1.6786,0.11518056,15490,1.549,0.1062878,6421,8929,4125,0.4125,0.0283045,4162,0.4162,0.0285584,5702,0.5702,0.0391254,14125,1.4125,0.0969216,5850,814,10302,1.0302,0.0706893,8192.191,145736.4,56212.39,133218.3,27008,2.7008,15350,1.535,0.1053272,6664,0.6664,0.0457264,,,,,,,60690,6.069,6.558333,5.163568,,537991,484480,53511,0.1104504,Democrat
Arizona,2015,Southwest,0.0461846,1805,0.1805,0.00607548,4601,0.4601,0.01548658,22199,2.2199,0.07472,15173,20941,7293,0.7293,0.0245476,8909,0.8909,0.0299869,15538,1.5538,0.0522996,42090,4.209,0.1416714,14861,2777,22187,2.2187,0.0746796,13721.262,297095.9,46184.62,267474.1,34963,3.4963,36114,3.6114,0.1215567,17638,1.7638,0.059368,,,,,,,51810,5.181,6.075,5.472897,,624357,567054,57303,0.1010539,Republican
Arizona,2006,Southwest,0.0538031,1953,0.1953,0.00786768,5934,0.5934,0.02390518,21678,2.1678,0.0873301,15746,21791,7682,0.7682,0.030947,7056,0.7056,0.0284252,13484,1.3484,0.0543204,40005,4.0005,0.1611606,13682,2117,17133,1.7133,0.0690205,13355.582,248230.7,53803.1,207762.6,30529,3.0529,37537,3.7537,0.1512182,15799,1.5799,0.0636464,,,,,,,51910,5.191,4.308333,5.394855,,434099,391181,42918,0.1097139,Democrat
Texas,2007,Southwest,0.0342061,6623,0.6623,0.00561946,99182,9.9182,0.08415359,182622,18.2622,0.1549505,92055,69416,41990,4.199,0.0356275,47637,4.7637,0.0404189,50813,5.0813,0.0431136,105947,10.5947,0.0898935,73570,6566,62256,6.2256,0.0528228,40314.714,1178583,34206.09,878902.4,29473,2.9473,161471,16.1471,0.1370043,80136,8.0136,0.0679935,,,,,,,62900,6.29,4.366667,6.07136,,443797,397808,45989,0.115606,Republican
Oklahoma,2004,Southwest,0.0567988,2025,0.2025,0.0178968,12482,1.2482,0.11031501,14059,1.4059,0.1242524,7197,8447,4254,0.4254,0.0375965,3470,0.347,0.0306676,5325,0.5325,0.047062,12026,1.2026,0.1062849,5220,758,9097,0.9097,0.0803986,6426.713,113148.7,56798.82,102917.3,22845,2.2845,15644,1.5644,0.1382605,5978,0.5978,0.0528331,,,,,,,58760,5.876,4.708333,5.053649,,407512,369909,37603,0.1016547,Democrat
Oklahoma,2000,Southwest,0.0643226,1714,0.1714,0.01887817,8279,0.8279,0.09118574,13867,1.3867,0.1527325,5903,7535,4167,0.4167,0.0458958,2730,0.273,0.0300685,4424,0.4424,0.0487264,11208,1.1208,0.123446,4870,685,8097,0.8097,0.0891812,5840.022,90792.7,64322.59,83332.1,19516,1.9516,13438,1.3438,0.1480075,5555,0.5555,0.0611833,,,,,,,52110,5.211,2.991667,4.958051,,285874,254098,31776,0.1250541,Republican
New Mexico,2003,Southwest,0.0573512,859,0.0859,0.01365749,6823,0.6823,0.10848084,5251,0.5251,0.0834872,2747,4809,1779,0.1779,0.0282848,1809,0.1809,0.0287618,1926,0.1926,0.030622,7356,0.7356,0.1169552,4468,378,4455,0.4455,0.0708313,3607.156,62895.9,57351.21,49019.7,22292,2.2292,7556,0.7556,0.120135,4846,0.4846,0.0770479,,,,,,,53370,5.337,5.9,4.798622,,388542,350650,37892,0.1080622,Democrat
Oklahoma,2016,Southwest,0.0490818,2450.7,0.24507,0.01372863,17002.4,1.70024,0.0952461,15722.5,1.57225,0.0880762,10634.6,10731.1,11805.1,1.18051,0.0661312,4533.6,0.45336,0.0253969,7286,0.7286,0.0408156,17877,1.7877,0.1001455,7620.9,1151.2,13544.6,1.35446,0.0758758,8761.599,178510.2,49081.79,164709,32267,3.2267,21365.7,2.13657,0.119689,8772.1,0.87721,0.0491406,,,,,,,61120,6.112,4.658333,5.251663,,660833,599787,61046,0.1017795,Republican
Arizona,2004,Southwest,0.0469153,1908,0.1908,0.00928825,3675,0.3675,0.01789011,20046,2.0046,0.0975851,14324,18401,6472,0.6472,0.0315061,6419,0.6419,0.0312481,14757,1.4757,0.0718379,30944,3.0944,0.1506371,11585,1954,14735,1.4735,0.0717308,9637.369,205420.8,46915.25,170443,27487,2.7487,32725,3.2725,0.1593071,13539,1.3539,0.0659086,,,,,,,51890,5.189,4.966667,5.312644,,407512,369909,37603,0.1016547,Democrat
New Mexico,2004,Southwest,0.0573808,1030,0.103,0.01476899,6564,0.6564,0.09412008,7504,0.7504,0.1075986,2877,4996,1972,0.1972,0.0282762,1828,0.1828,0.0262114,1952,0.1952,0.0279894,7371,0.7371,0.1056915,4601,427,4697,0.4697,0.0673495,4001.78,69740.7,57380.84,52099.7,23533,2.3533,7873,0.7873,0.1128896,5028,0.5028,0.0720956,,,,,,,58680,5.868,5.558333,4.843486,,407512,369909,37603,0.1016547,Democrat
Texas,2001,Southwest,0.038063,6306,0.6306,0.00815776,98419,9.8419,0.12731972,114148,11.4148,0.1476675,63914,59535,37216,3.7216,0.0481445,31673,3.1673,0.0409738,46099,4.6099,0.059636,88259,8.8259,0.1141762,62749,5912,52758,5.2758,0.0682504,29422.936,773006.7,38062.98,631080.2,23377,2.3377,123449,12.3449,0.1596998,68661,6.8661,0.0888233,,,,,,,64210,6.421,4.958333,5.888183,,318542,284384,34158,0.1201122,Republican
Oklahoma,2014,Southwest,0.0462393,2141,0.2141,0.01094083,26912,2.6912,0.13752434,15831,1.5831,0.0808988,9790,10155,7791,0.7791,0.0398132,4036,0.4036,0.0206246,5795,0.5795,0.0296133,16561,1.6561,0.0846292,6632,834,11236,1.1236,0.0574176,9048.524,195689,46239.31,177635.7,31579,3.1579,19945,1.9945,0.1019219,7466,0.7466,0.0381524,,,,,,,57090,5.709,4.333333,5.291566,,576978,517428,59550,0.1150885,Republican
Arizona,2001,Southwest,0.0487559,1564,0.1564,0.00912091,3298,0.3298,0.01923321,18515,1.8515,0.1079754,12292,15591,5098,0.5098,0.0297304,5309,0.5309,0.0309609,13226,1.3226,0.0771311,28713,2.8713,0.1674479,10772,1232,12211,1.2211,0.0712119,8360.376,171474.2,48755.88,142097.8,24135,2.4135,27883,2.7883,0.1626076,12004,1.2004,0.0700047,,,,,,,52390,5.239,4.725,5.234199,,318542,284384,34158,0.1201122,Republican
Oklahoma,2006,Southwest,0.0570272,1922,0.1922,0.01402064,14706,1.4706,0.1072776,16750,1.675,0.1221882,8071,9122,4942,0.4942,0.036051,4092,0.4092,0.0298504,5526,0.5526,0.0403112,13605,1.3605,0.099246,5457,760,9566,0.9566,0.0697822,7817.488,137083.6,57027.16,124536.5,25666,2.5666,17193,1.7193,0.1254198,6217,0.6217,0.0453519,,,,,,,54410,5.441,3.916667,5.136985,,434099,391181,42918,0.1097139,Democrat
Oklahoma,2003,Southwest,0.0561165,1767,0.1767,0.01678967,11504,1.1504,0.10930862,13953,1.3953,0.1325785,6694,8514,3875,0.3875,0.0368194,3115,0.3115,0.0295981,5204,0.5204,0.0494473,11906,1.1906,0.1131283,5142,725,8730,0.873,0.0829507,5905.884,105243.3,56116.48,95275.7,21807,2.1807,15208,1.5208,0.1445033,5867,0.5867,0.055747,,,,,,,54590,5.459,5.408333,5.022194,,388542,350650,37892,0.1080622,Republican
Arizona,2003,Southwest,0.0450932,1656,0.1656,0.00859139,3223,0.3223,0.01672104,22478,2.2478,0.1166167,13324,17593,5560,0.556,0.0288455,6047,0.6047,0.031372,14713,1.4713,0.0763316,29734,2.9734,0.154261,11024,1602,13811,1.3811,0.071652,8691.761,192751.2,45093.16,156408.8,25926,2.5926,30917,3.0917,0.1603985,12626,1.2626,0.0655041,,,,,,,48660,4.866,5.783333,5.284997,,388542,350650,37892,0.1080622,Republican
New Mexico,2012,Southwest,0.062453,897,0.0897,0.01023954,8250,0.825,0.09417636,4167,0.4167,0.0475676,2601,4911,2140,0.214,0.0244288,3195,0.3195,0.0364719,2188,0.2188,0.0249767,11026,1.1026,0.1258653,5841,441,5865,0.5865,0.0669508,5470.982,87601.6,62452.99,74610.8,29950,2.995,7512,0.7512,0.0857519,6282,0.6282,0.071711,,,,,,,53920,5.392,6.966667,4.942512,,544573,488543,56030,0.114688,Republican
Texas,2002,Southwest,0.0364079,7584,0.7584,0.00963344,103735,10.3735,0.13176751,117454,11.7454,0.1491938,62710,61522,31988,3.1988,0.0406322,34377,3.4377,0.0436668,46607,4.6607,0.0592017,89324,8.9324,0.1134622,63832,5917,55973,5.5973,0.0710987,28662.395,787257.8,36407.89,639443.1,23808,2.3808,124232,12.4232,0.1578035,69749,6.9749,0.0885974,,,,,,,62320,6.232,6.358333,5.896117,,352895,314672,38223,0.1214693,Republican
New Mexico,2005,Southwest,0.0607772,1195,0.1195,0.01621786,6508,0.6508,0.08832287,6593,0.6593,0.0894764,2957,4981,2079,0.2079,0.028215,1924,0.1924,0.0261114,2097,0.2097,0.0284593,8048,0.8048,0.1092229,4605,430,4836,0.4836,0.0656314,4478.321,73684.2,60777.22,55540.8,25022,2.5022,7938,0.7938,0.10773,5035,0.5035,0.0683322,,,,,,,56140,5.614,5.183333,4.867374,,428018,388870,39148,0.1006712,Democrat
Oklahoma,2008,Southwest,0.0521783,1744,0.1744,0.01092321,14643,1.4643,0.09171364,18942,1.8942,0.1186396,7826,8754,5367,0.5367,0.0336152,4486,0.4486,0.0280972,5070,0.507,0.031755,14547,1.4547,0.0911124,6079,780,10031,1.0031,0.0628273,8330.786,159660,52178.29,143654.9,27817,2.7817,16580,1.658,0.1038457,6859,0.6859,0.04296,,,,,,,60750,6.075,3.616667,5.203196,,461317,411142,50175,0.1220381,Democrat
Arizona,2009,Southwest,0.045646,1163,0.1163,0.00476777,5078,0.5078,0.0208175,20004,2.0004,0.0820073,14377,18323,6752,0.6752,0.0276801,7346,0.7346,0.0301153,11776,1.1776,0.0482763,38651,3.8651,0.1584516,13759,2639,19604,1.9604,0.0803675,11134.403,243929.4,45646.01,212283.6,30090,3.009,32700,3.27,0.1340552,16398,1.6398,0.0672244,,,,,,,48330,4.833,9.666667,5.387264,,537991,484480,53511,0.1104504,Democrat
New Mexico,2009,Southwest,0.0587348,809,0.0809,0.00986376,7614,0.7614,0.09283396,4654,0.4654,0.0567441,2547,4977,1887,0.1887,0.0230073,3811,0.3811,0.0464658,2173,0.2173,0.0264944,9594,0.9594,0.1169752,6016,459,5579,0.5579,0.0680222,4817.277,82017.4,58734.82,67011.8,27866,2.7866,7524,0.7524,0.0917366,6475,0.6475,0.0789467,,,,,,,57600,5.76,7.05,4.913906,,537991,484480,53511,0.1104504,Democrat
New Mexico,2019,Southwest,0.0739463,1418.8,0.14188,0.01412497,9328.9,0.93289,0.09287459,4216.6,0.42166,0.0419787,3266.9,6314.6,2775.2,0.27752,0.0276287,2595.8,0.25958,0.0258427,3255.6,0.32556,0.0324114,11833.6,1.18336,0.1178103,7845.9,575.8,7726.1,0.77261,0.0769178,7427.622,100446.2,73946.27,91139.6,35705,3.5705,9581.5,0.95815,0.0953894,8421.7,0.84217,0.0838429,,,,,,,60500,6.05,4.958333,5.001934,,749554,685729,63825,0.0930761,Republican
Arizona,2008,Southwest,0.050713,1396,0.1396,0.00538234,5842,0.5842,0.02252409,23145,2.3145,0.0892366,16398,19304,7346,0.7346,0.0283228,7708,0.7708,0.0297185,11567,1.1567,0.0445971,40886,4.0886,0.1576378,14962,2388,19435,1.9435,0.0749325,13153.271,259366.7,50713.03,223495.1,31456,3.1456,35702,3.5702,0.1376507,17350,1.735,0.0668937,,,,,,,52160,5.216,5.791667,5.413914,,461317,411142,50175,0.1220381,Democrat
