geoname,year,region,taxrevenueratio,agr,agrm,agrr,min,minm,minr,man,manm,manr,wholesaletrade,retailtrade,tandw,tandwm,tandwr,inf,infm,infr,fandi,fandim,fandir,re,rem,rer,professionalscientificandtechnic,educationalservices,hs,hsm,hsr,str,gdp,taxrevenue,spi,piepc,piepcm,trade,tradem,trader,pste,pstem,pster,igt,lgigt,c,p,lgpl,wapw,mehi,mehim,unemployrate,lggdp,lgml,granttotaloutlay,federalfunds,trustfunds,constraintratio,stategovernorparty
Rhode Island,2005,New England,0.0582065,121,0.0121,0.00267922,44,0.0044,0.00097426,4661,0.4661,0.1032053,2620,3196,774,0.0774,0.0171381,1892,0.1892,0.0418933,3392,0.3392,0.0751067,7788,0.7788,0.1724443,2528,1277,4728,0.4728,0.1046889,2628.747,45162.4,58206.54,39241.3,31105,3.1105,5816,0.5816,0.1287797,3805,0.3805,0.0842515,188410.4,9.2751,2,Democratic,3.02854,0.6764,71330,7.133,5.108333,4.654777,4.131618,428018,388870,39148,0.1006712,Republican
Maine,2002,New England,0.0653705,860,0.086,0.02140171,18,0.0018,0.00044794,4984,0.4984,0.1240304,2556,4419,1002,0.1002,0.0249355,1109,0.1109,0.0275983,2596,0.2596,0.0646033,6480,0.648,0.1612594,2288,545,5076,0.5076,0.1263199,2626.83,40183.7,65370.54,38290.7,26648,2.6648,6975,0.6975,0.1735778,2833,0.2833,0.0705012,,,,,,,57200,5.72,4.458333,4.60405,,352895,314672,38223,0.1214693,Independent
New Hampshire,2006,New England,0.0350196,180,0.018,0.00302971,112,0.0112,0.00188515,7358,0.7358,0.1238479,4135,6293,1147,0.1147,0.019306,2290,0.229,0.0385447,3834,0.3834,0.0645329,8859,0.8859,0.1491123,3933,1228,5080,0.508,0.0855052,2080.573,59411.6,35019.64,56084.9,37294,3.7294,10428,1.0428,0.1755213,5161,0.5161,0.0868686,,,,,,,86810,8.681,3.533333,4.773871,,434099,391181,42918,0.1097139,Democrat
New Hampshire,2001,New England,0.0376503,153,0.0153,0.00328117,86,0.0086,0.00184432,5938,0.5938,0.1273437,3638,5890,906,0.0906,0.0194297,1523,0.1523,0.0326616,3044,0.3044,0.0652803,7536,0.7536,0.1616137,3582,1030,4190,0.419,0.0898569,1755.62,46629.7,37650.25,46179.9,29144,2.9144,9528,0.9528,0.2043333,4612,0.4612,0.0989069,,,,,,,80660,8.066,3.391667,4.668663,,318542,284384,34158,0.1201122,Democrat
Rhode Island,2004,New England,0.0557019,122,0.0122,0.0028211,54,0.0054,0.00124868,5102,0.5102,0.1179773,2549,3208,745,0.0745,0.0172272,1803,0.1803,0.0416921,3276,0.3276,0.0757534,7226,0.7226,0.1670921,2537,1267,4592,0.4592,0.1061842,2408.861,43245.6,55701.88,38541.5,29375,2.9375,5757,0.5757,0.1331234,3804,0.3804,0.0879627,184720,9.2665,2,Democratic,3.03124,0.672,71100,7.11,5.25,4.635942,4.131618,407512,369909,37603,0.1016547,Republican
Rhode Island,2001,New England,0.0624194,136,0.0136,0.00377861,38,0.0038,0.00105579,4590,0.459,0.127528,2254,2805,665,0.0665,0.0184763,1220,0.122,0.0338963,3285,0.3285,0.09127,6003,0.6003,0.1667866,2245,1140,4053,0.4053,0.112608,2246.605,35992.1,62419.39,33611.8,25189,2.5189,5059,0.5059,0.1405586,3385,0.3385,0.0940484,141668.5,9.1513,2,Democratic,3.02413,0.661,71850,7.185,4.441667,4.556207,4.107617,318542,284384,34158,0.1201122,Republican
New Hampshire,2010,New England,0.0354151,134,0.0134,0.0020888,66,0.0066,0.00102881,7391,0.7391,0.1152115,3772,5978,912,0.0912,0.0142163,2514,0.2514,0.0391884,3994,0.3994,0.0622588,9407,0.9407,0.146637,3979,1252,5671,0.5671,0.0884,2271.936,64151.6,35415.11,61880.9,40511,4.0511,9750,0.975,0.1519837,5231,0.5231,0.0815412,,,,,,,86950,8.695,6.083333,4.807208,,608390,559569,48821,0.0872475,Democrat
Vermont,2012,New England,0.0945407,263,0.0263,0.00910431,191,0.0191,0.00661188,3082,0.3082,0.1066901,1319,1988,507,0.0507,0.0175509,762,0.0762,0.0263783,1313,0.1313,0.0454523,3982,0.3982,0.1378456,1647,579,2707,0.2707,0.0937087,2731.036,28887.4,94540.73,28291.9,40771,4.0771,3307,0.3307,0.114479,2226,0.2226,0.0770578,,,,,,,69010,6.901,4.816667,4.460709,,544573,488543,56030,0.114688,Democrat
New Hampshire,2012,New England,0.032576,154,0.0154,0.0022751,66,0.0066,0.00097505,7278,0.7278,0.1075208,3874,5507,927,0.0927,0.0136949,2487,0.2487,0.0367415,4744,0.4744,0.070085,9920,0.992,0.1465522,4155,1239,5688,0.5688,0.0840311,2205.045,67689.2,32576.02,67318.1,42586,4.2586,9381,0.9381,0.1385893,5394,0.5394,0.0796878,,,,,,,84210,8.421,5.466667,4.830519,,544573,488543,56030,0.114688,Democrat
Connecticut,2006,New England,0.0544302,384,0.0384,0.00172283,197,0.0197,0.00088385,39821,3.9821,0.1786584,13890,12613,3717,0.3717,0.0166765,8445,0.8445,0.0378888,33231,3.3231,0.1490921,29701,2.9701,0.1332546,14431,3651,16706,1.6706,0.0749521,12131.894,222889.1,54430.18,187213.1,38715,3.8715,26503,2.6503,0.1189067,18082,1.8082,0.0811255,,,,,,,87420,8.742,4.425,5.348089,,434099,391181,42918,0.1097139,Republican
Rhode Island,2007,New England,0.0578119,99,0.0099,0.00206916,39,0.0039,0.00081512,4366,0.4366,0.0912519,2669,3009,764,0.0764,0.015968,1800,0.18,0.037621,3890,0.389,0.0813032,7621,0.7621,0.1592832,2607,1330,4774,0.4774,0.0997793,2766.046,47845.6,57811.92,42935.2,33846,3.3846,5678,0.5678,0.1186734,3937,0.3937,0.0822855,186933.6,9.2717,6,Democratic,3.0242,0.6817,74040,7.404,5.108333,4.679842,4.137512,443797,397808,45989,0.115606,Republican
Maine,2003,New England,0.0644687,861,0.0861,0.02057913,17,0.0017,0.00040632,5070,0.507,0.1211803,2783,4712,1043,0.1043,0.0249292,1170,0.117,0.0279647,2566,0.2566,0.0613311,6569,0.6569,0.1570085,2310,578,5213,0.5213,0.1245982,2697.275,41838.5,64468.73,40162.9,27957,2.7957,7495,0.7495,0.1791412,2888,0.2888,0.0690273,,,,,,,56430,5.643,5.15,4.621576,,388542,350650,37892,0.1080622,Democrat
Connecticut,2000,New England,0.06131,420,0.042,0.00253166,226,0.0226,0.00136228,27501,2.7501,0.1657698,10739,11757,3236,0.3236,0.0195059,5816,0.5816,0.0350575,30394,3.0394,0.1832082,27396,2.7396,0.1651369,14572,3292,14708,1.4708,0.0886565,10171.242,165898.7,61309.96,146216.9,29575,2.9575,22496,2.2496,0.1356008,17864,1.7864,0.1076802,,,,,,,80620,8.062,2.108333,5.219843,,285874,254098,31776,0.1250541,Republican
Rhode Island,2008,New England,0.0586178,93,0.0093,0.0019742,41,0.0041,0.00087034,4308,0.4308,0.0914498,2585,2863,778,0.0778,0.0165153,1961,0.1961,0.0416279,2835,0.2835,0.0601811,7306,0.7306,0.1550911,2789,1362,4923,0.4923,0.104505,2761.356,47107.8,58617.81,43768.6,34434,3.4434,5448,0.5448,0.1156496,4151,0.4151,0.088117,193661,9.287,6,Democratic,3.02325,0.6818,70150,7.015,7.6,4.673093,4.130977,461317,411142,50175,0.1220381,Republican
Vermont,2001,New England,0.0805609,320,0.032,0.01660259,180,0.018,0.00933896,2693,0.2693,0.1397212,1147,1835,467,0.0467,0.0242294,528,0.0528,0.0273943,1065,0.1065,0.0552555,2823,0.2823,0.146466,1330,542,2019,0.2019,0.104752,1552.739,19274.1,80560.91,18797.4,26934,2.6934,2982,0.2982,0.1547154,1872,0.1872,0.0971252,,,,,,,64110,6.411,3.291667,4.284974,,318542,284384,34158,0.1201122,Democrat
Connecticut,2011,New England,0.0572466,211,0.0211,0.00089209,116,0.0116,0.00049044,26564,2.6564,0.1123101,13507,11719,3590,0.359,0.0151782,9703,0.9703,0.0410234,31199,3.1199,0.1319064,38225,3.8225,0.1616117,14250,4204,18033,1.8033,0.0762418,13540.174,236523.7,57246.59,226305.8,41987,4.1987,25226,2.5226,0.1066532,18454,1.8454,0.0780218,,,,,,,82790,8.279,9.016666,5.373875,,606770,552210,54560,0.098803,Republican
Vermont,2003,New England,0.0737674,289,0.0289,0.01367717,208,0.0208,0.00984378,2817,0.2817,0.1333169,1357,2055,483,0.0483,0.0228584,629,0.0629,0.029768,1227,0.1227,0.0580688,2893,0.2893,0.1369137,1490,558,2253,0.2253,0.1066251,1558.712,21130.1,73767.38,19945.8,29590,2.959,3412,0.3412,0.1614758,2048,0.2048,0.0969233,,,,,,,65770,6.577,4.383333,4.324902,,388542,350650,37892,0.1080622,Republican
Rhode Island,2006,New England,0.0574645,133,0.0133,0.00278757,38,0.0038,0.00079645,5108,0.5108,0.1070595,2611,3111,805,0.0805,0.0168721,1817,0.1817,0.0380828,3696,0.3696,0.0774651,7548,0.7548,0.1581999,2755,1306,4854,0.4854,0.1017358,2741.734,47711.8,57464.48,41162,32520,3.252,5722,0.5722,0.1199284,4061,0.4061,0.0851152,196237.5,9.2928,2,Democratic,3.02657,0.6799,75280,7.528,5.216667,4.678626,4.13865,434099,391181,42918,0.1097139,Republican
Maine,2012,New England,0.0714364,637,0.0637,0.01204751,32,0.0032,0.00060521,5218,0.5218,0.0986874,2675,4147,1160,0.116,0.0219389,1020,0.102,0.0192911,2782,0.2782,0.0526157,7725,0.7725,0.1461021,2506,670,5909,0.5909,0.1117563,3777.13,52874,71436.44,53227.3,37030,3.703,6822,0.6822,0.1290237,3176,0.3176,0.0600673,,,,,,,61040,6.104,7.191667,4.723242,,544573,488543,56030,0.114688,Republican
Vermont,2006,New England,0.0989996,335,0.0335,0.01378045,200,0.02,0.00822714,3198,0.3198,0.1315519,1341,2133,534,0.0534,0.0219664,724,0.0724,0.0297822,1301,0.1301,0.0535175,3185,0.3185,0.1310171,1576,594,2425,0.2425,0.099754,2406.661,24309.8,98999.63,22803.5,34444,3.4444,3474,0.3474,0.1429053,2170,0.217,0.0892644,,,,,,,72820,7.282,3.716667,4.385781,,434099,391181,42918,0.1097139,Republican
New Hampshire,2017,New England,0.0319297,249.4,0.02494,0.0030722,87.5,0.00875,0.00107786,8187.4,0.81874,0.1008554,5384.4,5921.8,1210.5,0.12105,0.0149114,3052.3,0.30523,0.0375993,6616.1,0.66161,0.0814995,11878,1.1878,0.1463175,6340.1,1873.4,7538.4,0.75384,0.0928608,2592.039,81179.6,31929.68,78661,49084,4.9084,11306.2,1.13062,0.1392739,8213.5,0.82135,0.1011769,,,,,,,89180,8.918,2.808333,4.909447,,674712,613125,61587,0.1004477,Democrat
Connecticut,2004,New England,0.0518029,332,0.0332,0.00167118,211,0.0211,0.0010621,35852,3.5852,0.180467,12104,13069,3368,0.3368,0.0169534,7322,0.7322,0.0368565,30908,3.0908,0.1555805,30361,3.0361,0.1528271,14720,3651,16122,1.6122,0.0811528,10291.289,198662.4,51802.9,164657.4,34916,3.4916,25173,2.5173,0.1267125,18371,1.8371,0.0924735,,,,,,,81730,8.173,5.091667,5.298116,,407512,369909,37603,0.1016547,Republican
Connecticut,2008,New England,0.0578903,255,0.0255,0.00105848,134,0.0134,0.00055622,38956,3.8956,0.1617029,14646,11715,4030,0.403,0.0167282,10370,1.037,0.043045,30601,3.0601,0.1270221,35883,3.5883,0.1489472,15842,3919,17896,1.7896,0.0742847,13946.399,240910.9,57890.28,214658.2,41165,4.1165,26361,2.6361,0.1094222,19761,1.9761,0.0820262,,,,,,,85220,8.522,5.65,5.381856,,461317,411142,50175,0.1220381,Republican
New Hampshire,2008,New England,0.0369538,132,0.0132,0.00216682,100,0.01,0.00164153,7471,0.7471,0.1226389,4194,5805,930,0.093,0.0152662,2655,0.2655,0.0435827,3194,0.3194,0.0524305,9149,0.9149,0.1501838,4190,1262,5541,0.5541,0.0909573,2251.179,60918.7,36953.82,60153.8,39545,3.9545,9999,0.9999,0.1641368,5452,0.5452,0.0894963,,,,,,,87190,8.719,3.766667,4.78475,,461317,411142,50175,0.1220381,Democrat
Maine,2008,New England,0.0757541,624,0.0624,0.01248654,22,0.0022,0.00044023,5796,0.5796,0.1159808,2892,4361,1221,0.1221,0.0244328,1244,0.1244,0.024893,2566,0.2566,0.0513469,6862,0.6862,0.137312,2650,637,5958,0.5958,0.1192225,3785.719,49973.8,75754.08,49175.8,34194,3.4194,7253,0.7253,0.1451361,3287,0.3287,0.0657745,,,,,,,62220,6.222,5.4,4.698742,,461317,411142,50175,0.1220381,Democrat
Rhode Island,2011,New England,0.0540754,89,0.0089,0.00177376,17,0.0017,0.00033881,3772,0.3772,0.0751755,2545,2811,790,0.079,0.0157446,1816,0.1816,0.0361927,3698,0.3698,0.0737007,8004,0.8004,0.1595188,2620,1432,4954,0.4954,0.0987327,2713.283,50175.9,54075.42,46685.4,35569,3.5569,5356,0.5356,0.1067445,4052,0.4052,0.0807559,254133.5,9.4051,12,Democratic,3.0227,0.6837,62060,6.206,11.01667,4.700495,4.135832,606770,552210,54560,0.098803,Democrat
Vermont,2014,New England,0.0997002,367,0.0367,0.01235091,211,0.0211,0.00710093,2619,0.2619,0.0881391,1331,2075,476,0.0476,0.0160192,790,0.079,0.0265864,1501,0.1501,0.0505142,3816,0.3816,0.1284226,1651,585,2770,0.277,0.0932208,2962.531,29714.4,99700.18,29724.5,42775,4.2775,3406,0.3406,0.1146246,2236,0.2236,0.0752497,,,,,,,73430,7.343,3.991667,4.472967,,576978,517428,59550,0.1150885,Democrat
Connecticut,2012,New England,0.063498,212,0.0212,0.00086956,155,0.0155,0.00063576,26505,2.6505,0.1087157,14042,12110,3603,0.3603,0.0147784,9891,0.9891,0.04057,30006,3.0006,0.1230758,36125,3.6125,0.1481741,14274,4297,18405,1.8405,0.0754919,15480.865,243801,63497.96,229133.1,42958,4.2958,26152,2.6152,0.1072678,18571,1.8571,0.0761728,,,,,,,79770,7.977,8.358334,5.387035,,544573,488543,56030,0.114688,Democrat
Connecticut,2003,New England,0.0524355,347,0.0347,0.00191354,256,0.0256,0.00141172,30724,3.0724,0.1694279,11398,13083,3105,0.3105,0.0171226,6935,0.6935,0.0382431,27170,2.717,0.1498293,28623,2.8623,0.1578419,14945,3537,15704,1.5704,0.0865999,9508.645,181339.7,52435.54,156438.6,33023,3.3023,24481,2.4481,0.1350008,18482,1.8482,0.1019192,,,,,,,83570,8.357,5.45,5.258493,,388542,350650,37892,0.1080622,Republican
New Hampshire,2014,New England,0.0315843,163,0.0163,0.00225236,49,0.0049,0.00067709,7498,0.7498,0.1036083,4227,5016,967,0.0967,0.0133621,2918,0.2918,0.0403213,5268,0.5268,0.0727939,9643,0.9643,0.1332482,4477,1266,5804,0.5804,0.0802004,2285.717,72368.7,31584.33,69630.5,44330,4.433,9243,0.9243,0.127721,5743,0.5743,0.0793575,,,,,,,88780,8.878,4.325,4.859551,,576978,517428,59550,0.1150885,Democrat
Connecticut,2010,New England,0.0519416,281,0.0281,0.00118239,144,0.0144,0.00060592,28408,2.8408,0.1195354,13510,11528,3519,0.3519,0.0148073,9844,0.9844,0.0414217,33380,3.338,0.1404566,38815,3.8815,0.1633261,14178,4181,17951,1.7951,0.0755344,12344.106,237653.4,51941.63,219801.3,40978,4.0978,25038,2.5038,0.1053551,18359,1.8359,0.0772512,,,,,,,86120,8.612,9.558333,5.375944,,608390,559569,48821,0.0872475,Republican
Connecticut,2004,New England,0.0518029,332,0.0332,0.00167118,211,0.0211,0.0010621,35852,3.5852,0.180467,12104,13069,3368,0.3368,0.0169534,7322,0.7322,0.0368565,30908,3.0908,0.1555805,30361,3.0361,0.1528271,14720,3651,16122,1.6122,0.0811528,10291.289,198662.4,51802.9,164657.4,34916,3.4916,25173,2.5173,0.1267125,18371,1.8371,0.0924735,,,,,,,81730,8.173,5.091667,5.298116,,407512,369909,37603,0.1016547,Republican
Rhode Island,2000,New England,0.0589548,142,0.0142,0.00411399,42,0.0042,0.00121681,4590,0.459,0.1329803,2186,2707,688,0.0688,0.0199326,1041,0.1041,0.0301596,3108,0.3108,0.0900442,5610,0.561,0.1625314,2164,1118,4055,0.4055,0.1174804,2034.909,34516.4,58954.84,31875.3,24122,2.4122,4893,0.4893,0.1417587,3282,0.3282,0.0950852,125720.3,9.0994,10,Democratic,3.0213,0.6575,67810,6.781,4,4.538025,4.107651,285874,254098,31776,0.1250541,Republican
New Hampshire,2011,New England,0.0344045,136,0.0136,0.00207854,43,0.0043,0.00065719,7594,0.7594,0.1160621,3814,5750,959,0.0959,0.0146568,2368,0.2368,0.0361911,4216,0.4216,0.0644348,9736,0.9736,0.1487991,4094,1227,5767,0.5767,0.0881393,2251.105,65430.5,34404.52,64888.9,41545,4.1545,9564,0.9564,0.1461704,5321,0.5321,0.0813229,,,,,,,83380,8.338,5.45,4.81578,,606770,552210,54560,0.098803,Democrat
Vermont,2004,New England,0.0779458,314,0.0314,0.01385335,173,0.0173,0.00763258,2870,0.287,0.1266214,1402,2152,515,0.0515,0.0227213,707,0.0707,0.0311921,1233,0.1233,0.0543987,3015,0.3015,0.1330186,1570,595,2313,0.2313,0.1020471,1766.719,22666,77945.78,21049.1,31301,3.1301,3554,0.3554,0.1567987,2165,0.2165,0.0955175,,,,,,,70200,7.02,3.675,4.355375,,407512,369909,37603,0.1016547,Republican
Vermont,2008,New England,0.0990808,296,0.0296,0.01152738,170,0.017,0.00662045,3073,0.3073,0.1196744,1313,2032,512,0.0512,0.0199392,892,0.0892,0.0347379,1190,0.119,0.0463432,3423,0.3423,0.1333048,1660,606,2640,0.264,0.1028117,2544.197,25678,99080.8,25449.4,36976,3.6976,3345,0.3345,0.1302672,2266,0.2266,0.0882467,,,,,,,66810,6.681,4.566667,4.409561,,461317,411142,50175,0.1220381,Republican
Vermont,2000,New England,0.0809941,322,0.0322,0.01758419,157,0.0157,0.00857366,2480,0.248,0.1354311,1073,1719,506,0.0506,0.0276323,512,0.0512,0.02796,1022,0.1022,0.0558107,2619,0.2619,0.1430217,1339,547,1883,0.1883,0.1028293,1483.155,18311.9,80994.05,17680.2,25541,2.5541,2792,0.2792,0.1524692,1886,0.1886,0.1029931,,,,,,,63620,6.362,2.808333,4.262733,,285874,254098,31776,0.1250541,Democrat
Connecticut,2014,New England,0.0640188,231,0.0231,0.00092788,183,0.0183,0.00073507,25062,2.5062,0.1006691,14533,12666,3704,0.3704,0.0148782,11294,1.1294,0.0453658,26778,2.6778,0.107562,33042,3.3042,0.1327232,14918,4420,18642,1.8642,0.0748812,15937.742,248954.2,64018.77,233084,45491,4.5491,27199,2.7199,0.109253,19338,1.9338,0.0776769,,,,,,,84870,8.487,6.616667,5.39612,,576978,517428,59550,0.1150885,Democrat
New Hampshire,2005,New England,0.0356823,164,0.0164,0.00291027,98,0.0098,0.00173907,7111,0.7111,0.1261887,4058,6105,1109,0.1109,0.0196798,2306,0.2306,0.0409213,3414,0.3414,0.0605834,9014,0.9014,0.1599585,3871,1218,4879,0.4879,0.0865806,2010.775,56352.1,35682.34,52464.3,35741,3.5741,10163,1.0163,0.1803482,5089,0.5089,0.0903072,,,,,,,82140,8.214,3.625,4.75091,,428018,388870,39148,0.1006712,Democrat
New Hampshire,2016,New England,0.0334232,210.8,0.02108,0.00268871,53.3,0.00533,0.00067983,8822,0.8822,0.1125226,5175,5203,1203,0.1203,0.015344,3382.7,0.33827,0.0431456,6962,0.6962,0.0887988,11516.7,1.15167,0.1468929,5478.5,1853.9,7124.2,0.71242,0.0908676,2620.443,78402,33423.16,75229,46880,4.688,10378,1.0378,0.1323691,7332.4,0.73324,0.0935231,,,,,,,91500,9.15,2.883333,4.894327,,660833,599787,61046,0.1017795,Democrat
Rhode Island,2012,New England,0.0555398,85,0.0085,0.00164595,25,0.0025,0.0004841,3729,0.3729,0.0722087,2650,2804,799,0.0799,0.0154719,1686,0.1686,0.0326478,3991,0.3991,0.0772821,7985,0.7985,0.1546222,2623,1380,4955,0.4955,0.095949,2868.188,51642,55539.83,48186.5,35785,3.5785,5454,0.5454,0.1056117,4003,0.4003,0.0775144,241126.2,9.3822,12,Democratic,3.0231,0.6809,69610,6.961,10.21667,4.713003,4.135387,544573,488543,56030,0.114688,Democrat
Maine,2003,New England,0.0644687,861,0.0861,0.02057913,17,0.0017,0.00040632,5070,0.507,0.1211803,2783,4712,1043,0.1043,0.0249292,1170,0.117,0.0279647,2566,0.2566,0.0613311,6569,0.6569,0.1570085,2310,578,5213,0.5213,0.1245982,2697.275,41838.5,64468.73,40162.9,27957,2.7957,7495,0.7495,0.1791412,2888,0.2888,0.0690273,,,,,,,56430,5.643,5.15,4.621576,,388542,350650,37892,0.1080622,Independent
Maine,2014,New England,0.0688532,680,0.068,0.01217,24,0.0024,0.00042953,4962,0.4962,0.0888052,2807,4350,1169,0.1169,0.0209217,989,0.0989,0.0177002,2679,0.2679,0.0479462,7792,0.7792,0.1394539,2565,682,5872,0.5872,0.1050915,3847.181,55875.1,68853.23,54984.6,38457,3.8457,7157,0.7157,0.1280892,3247,0.3247,0.0581118,,,,,,,62550,6.255,5.558333,4.747218,,576978,517428,59550,0.1150885,Republican
Vermont,2002,New England,0.0753091,280,0.028,0.01388662,186,0.0186,0.00922468,2683,0.2683,0.1330635,1210,1947,473,0.0473,0.0234585,587,0.0587,0.0291123,1145,0.1145,0.0567863,2867,0.2867,0.142189,1395,547,2158,0.2158,0.1070261,1518.479,20163.3,75309.05,19198.1,28064,2.8064,3157,0.3157,0.1565716,1942,0.1942,0.0963136,,,,,,,66740,6.674,3.833333,4.304562,,352895,314672,38223,0.1214693,Democrat
Connecticut,2005,New England,0.0554914,376,0.0376,0.00180106,187,0.0187,0.00089574,35589,3.5589,0.170473,13099,13195,3565,0.3565,0.0170765,8110,0.811,0.0388473,31140,3.114,0.1491621,31284,3.1284,0.1498518,14485,3560,16285,1.6285,0.0780059,11584.728,208766.2,55491.4,173328.8,36902,3.6902,26294,2.6294,0.1259495,18045,1.8045,0.0864364,,,,,,,81930,8.193,4.8,5.31966,,428018,388870,39148,0.1006712,Republican
New Hampshire,2003,New England,0.038133,174,0.0174,0.00338664,113,0.0113,0.00219937,6640,0.664,0.1292372,3800,6252,936,0.0936,0.0182178,1699,0.1699,0.0330684,3166,0.3166,0.0616212,8577,0.8577,0.1669379,3605,1181,4558,0.4558,0.0887143,1959.211,51378.4,38132.97,47833,32139,3.2139,10052,1.0052,0.1956464,4786,0.4786,0.093152,,,,,,,84490,8.449,4.466667,4.710781,,388542,350650,37892,0.1080622,Republican
Maine,2017,New England,0.0671828,909.6,0.09096,0.01443796,44.9,0.00449,0.00071269,5933.7,0.59337,0.0941848,3420.1,5347.9,1458.6,0.14586,0.0231522,1117,0.1117,0.01773,4215.6,0.42156,0.0669136,9207.1,0.92071,0.146143,3383.8,1006.3,7431.5,0.74315,0.1179592,4232.556,63000.6,67182.79,61740.1,43245,4.3245,8768,0.8768,0.1391733,4390.1,0.43901,0.0696835,,,,,,,62870,6.287,3.358333,4.799345,,674712,613125,61587,0.1004477,Republican
New Hampshire,2013,New England,0.03348,155,0.0155,0.00220855,46,0.0046,0.00065544,7794,0.7794,0.1110543,4062,5271,971,0.0971,0.0138355,2661,0.2661,0.0379158,4547,0.4547,0.0647888,9659,0.9659,0.1376281,4219,1235,5753,0.5753,0.0819727,2349.692,70181.9,33480.03,67121.8,43632,4.3632,9333,0.9333,0.132983,5454,0.5454,0.0777123,,,,,,,84770,8.477,5.25,4.846225,,546178,486781,59397,0.12202,Democrat
Maine,2001,New England,0.0693216,899,0.0899,0.02335016,17,0.0017,0.00044155,5117,0.5117,0.1329063,2481,4202,1007,0.1007,0.0261553,984,0.0984,0.0255579,2660,0.266,0.0690895,6101,0.6101,0.1584642,2134,531,4858,0.4858,0.1261792,2668.938,38500.8,69321.63,37055,25390,2.539,6683,0.6683,0.1735808,2665,0.2665,0.0692193,,,,,,,57530,5.753,3.75,4.58547,,318542,284384,34158,0.1201122,Independent
Connecticut,2016,New England,0.0595464,318.3,0.03183,0.00121036,329.3,0.03293,0.00125219,27707.8,2.77078,0.1053614,17413.1,13195,4627.1,0.46271,0.017595,13606.8,1.36068,0.0517411,37171.6,3.71716,0.1413484,37316.7,3.73167,0.1419001,17808.9,6000.3,20790.1,2.07901,0.0790562,15659.42,262978.6,59546.37,243698.7,47588,4.7588,30608.1,3.06081,0.1163901,23809.2,2.38092,0.0905366,,,,,,,91100,9.11,4.866667,5.41992,,660833,599787,61046,0.1017795,Democrat
Maine,2016,New England,0.0692947,817.4,0.08174,0.01371385,25.9,0.00259,0.00043453,5684.2,0.56842,0.0953661,3367.7,4847.6,1345,0.1345,0.0225656,1231.7,0.12317,0.0206647,3538,0.3538,0.0593584,8761.1,0.87611,0.1469885,3170.2,970.9,7021.5,0.70215,0.1178025,4130.242,59604,69294.71,59286.8,41399,4.1399,8215.3,0.82153,0.1378314,4141.1,0.41411,0.0694769,,,,,,,61020,6.102,3.775,4.775275,,660833,599787,61046,0.1017795,Republican
New Hampshire,2009,New England,0.0343205,130,0.013,0.00209889,73,0.0073,0.00117861,6990,0.699,0.1128559,3679,5863,880,0.088,0.0142079,2574,0.2574,0.0415581,3891,0.3891,0.0628215,9236,0.9236,0.1491183,3917,1288,5731,0.5731,0.0925289,2125.722,61937.4,34320.49,59381.5,39300,3.93,9542,0.9542,0.1540588,5205,0.5205,0.0840365,,,,,,,84840,8.484,6.141667,4.791953,,537991,484480,53511,0.1104504,Democrat
